67,216,90
216,67,90
67,217,90
217,67,90
67,218,90
218,67,90
67,219,90
219,67,90
67,220,90
220,67,90
67,221,90
221,67,90
67,222,90
222,67,90
67,223,90
223,67,90
67,224,90
224,67,90
67,225,90
225,67,90
67,226,90
226,67,90
67,227,90
227,67,90
67,228,90
228,67,90
67,229,90
229,67,90
67,230,90
230,67,90
67,231,90
231,67,90
67,232,90
232,67,90
67,233,90
233,67,90
67,234,90
234,67,90
67,235,90
235,67,90
67,236,90
236,67,90
67,237,90
237,67,90
67,238,90
238,67,90
67,239,90
239,67,90
67,240,90
240,67,90
67,241,90
241,67,90
67,242,90
242,67,90
67,243,90
243,67,90
67,244,90
244,67,90
67,245,90
245,67,90
67,246,90
246,67,90
67,247,90
247,67,90
67,248,90
248,67,90
67,249,90
249,67,90
67,250,90
250,67,90
67,251,90
251,67,90
67,252,90
252,67,90
67,253,90
253,67,90
67,254,90
254,67,90
67,255,90
255,67,90
67,256,90
256,67,90
67,257,90
257,67,90
67,258,90
258,67,90
67,259,90
259,67,90
67,260,90
260,67,90
67,261,90
261,67,90
67,262,90
262,67,90
67,263,90
263,67,90
67,264,90
264,67,90
67,265,90
265,67,90
67,266,90
266,67,90
67,267,90
267,67,90
67,268,90
268,67,90
67,269,90
269,67,90
67,270,90
270,67,90
67,271,90
271,67,90
67,272,90
272,67,90
67,273,90
273,67,90
67,274,90
274,67,90
67,275,90
275,67,90
67,276,90
276,67,90
67,277,90
277,67,90
67,278,90
278,67,90
67,279,90
279,67,90
67,280,90
280,67,90
67,281,90
281,67,90
67,282,90
282,67,90
67,283,90
283,67,90
67,284,90
284,67,90
67,285,90
285,67,90
67,286,90
286,67,90
67,287,90
287,67,90
67,288,90
288,67,90
67,289,90
289,67,90
67,290,90
290,67,90
67,291,90
291,67,90
67,292,90
292,67,90
67,293,90
293,67,90
67,294,90
294,67,90
67,295,90
295,67,90
67,296,90
296,67,90
67,297,90
297,67,90
67,298,90
298,67,90
67,299,90
299,67,90
67,300,90
300,67,90
67,301,90
301,67,90
67,302,90
302,67,90
67,303,90
303,67,90
67,304,90
304,67,90
67,305,90
305,67,90
67,306,90
306,67,90
67,307,90
307,67,90
67,308,90
308,67,90
67,309,90
309,67,90
67,310,90
310,67,90
67,311,90
311,67,90
67,312,90
312,67,90
67,313,90
313,67,90
67,314,90
314,67,90
67,315,90
315,67,90
67,316,90
316,67,90
67,317,90
317,67,90
67,318,90
318,67,90
67,319,90
319,67,90
67,320,90
320,67,90
67,321,90
321,67,90
67,322,90
322,67,90
67,323,90
323,67,90
67,324,90
324,67,90
67,325,90
325,67,90
67,326,90
326,67,90
67,327,90
327,67,90
67,328,90
328,67,90
67,329,90
329,67,90
67,330,90
330,67,90
67,331,90
331,67,90
67,332,90
332,67,90
67,333,90
333,67,90
67,334,90
334,67,90
67,335,90
335,67,90
67,336,90
336,67,90
67,337,90
337,67,90
67,338,90
338,67,90
67,339,90
339,67,90
67,340,90
340,67,90
67,341,90
341,67,90
67,342,90
342,67,90
67,343,90
343,67,90
67,344,90
344,67,90
67,345,90
345,67,90
67,346,90
346,67,90
67,347,90
347,67,90
67,348,90
348,67,90
67,349,90
349,67,90
67,350,90
350,67,90
67,351,90
351,67,90
67,352,90
352,67,90
67,353,90
353,67,90
67,354,90
354,67,90
67,355,90
355,67,90
67,356,90
356,67,90
67,357,90
357,67,90
67,375,90
375,67,90
67,379,90
379,67,90
67,381,90
381,67,90
67,382,90
382,67,90
67,383,90
383,67,90
67,384,90
384,67,90
67,385,90
385,67,90
67,386,90
386,67,90
67,387,90
387,67,90
67,388,90
388,67,90
67,389,90
389,67,90
67,390,90
390,67,90
67,391,90
391,67,90
67,392,90
392,67,90
67,393,90
393,67,90
67,394,90
394,67,90
67,395,90
395,67,90
67,396,90
396,67,90
67,397,90
397,67,90
67,398,90
398,67,90
67,399,90
399,67,90
67,400,90
400,67,90
67,401,90
401,67,90
67,402,90
402,67,90
67,403,90
403,67,90
67,404,90
404,67,90
67,405,90
405,67,90
67,406,90
406,67,90
67,407,90
407,67,90
67,408,90
408,67,90
67,409,90
409,67,90
67,410,90
410,67,90
67,411,90
411,67,90
67,412,90
412,67,90
67,413,90
413,67,90
67,414,90
414,67,90
67,415,90
415,67,90
67,416,90
416,67,90
67,417,90
417,67,90
67,418,90
418,67,90
67,419,90
419,67,90
67,420,90
420,67,90
67,421,90
421,67,90
67,422,90
422,67,90
67,423,90
423,67,90
67,424,90
424,67,90
67,425,90
425,67,90
67,426,90
426,67,90
67,427,90
427,67,90
67,428,90
428,67,90
67,429,90
429,67,90
67,430,90
430,67,90
67,431,90
431,67,90
67,432,90
432,67,90
67,433,90
433,67,90
67,442,90
442,67,90
67,443,90
443,67,90
67,444,90
444,67,90
67,445,90
445,67,90
67,446,90
446,67,90
67,447,90
447,67,90
67,448,90
448,67,90
67,449,90
449,67,90
67,450,90
450,67,90
67,451,90
451,67,90
67,452,90
452,67,90
67,453,90
453,67,90
67,454,90
454,67,90
67,455,90
455,67,90
67,456,90
456,67,90
67,457,90
457,67,90
67,458,90
458,67,90
67,459,90
459,67,90
67,460,90
460,67,90
67,461,90
461,67,90
67,473,90
473,67,90
67,474,90
474,67,90
67,498,90
498,67,90
67,499,90
499,67,90
67,500,90
500,67,90
67,501,90
501,67,90
67,502,90
502,67,90
67,503,90
503,67,90
67,504,90
504,67,90
67,519,90
519,67,90
67,533,90
533,67,90
67,534,90
534,67,90
67,535,90
535,67,90
67,536,90
536,67,90
67,537,90
537,67,90
67,538,90
538,67,90
67,539,90
539,67,90
67,540,90
540,67,90
67,541,90
541,67,90
67,542,90
542,67,90
67,560,90
560,67,90
67,561,90
561,67,90
67,571,90
571,67,90
67,572,90
572,67,90
67,583,90
583,67,90
67,591,90
591,67,90
67,595,90
595,67,90
67,596,90
596,67,90
67,597,90
597,67,90
67,598,90
598,67,90
67,599,90
599,67,90
67,600,90
600,67,90
67,601,90
601,67,90
67,602,90
602,67,90
67,603,90
603,67,90
67,604,90
604,67,90
67,605,90
605,67,90
67,606,90
606,67,90
67,620,90
620,67,90
67,621,90
621,67,90
67,622,90
622,67,90
67,623,90
623,67,90
67,624,90
624,67,90
67,625,90
625,67,90
67,654,90
654,67,90
67,655,90
655,67,90
67,656,90
656,67,90
67,657,90
657,67,90
67,658,90
658,67,90
67,659,90
659,67,90
67,660,90
660,67,90
67,661,90
661,67,90
67,662,90
662,67,90
67,663,90
663,67,90
67,664,90
664,67,90
67,665,90
665,67,90
67,666,90
666,67,90
67,667,90
667,67,90
67,668,90
668,67,90
67,669,90
669,67,90
67,670,90
670,67,90
67,671,90
671,67,90
67,672,90
672,67,90
67,673,90
673,67,90
67,674,90
674,67,90
67,675,90
675,67,90
67,676,90
676,67,90
67,677,90
677,67,90
67,678,90
678,67,90
67,679,90
679,67,90
67,680,90
680,67,90
67,681,90
681,67,90
67,682,90
682,67,90
67,683,90
683,67,90
67,684,90
684,67,90
67,685,90
685,67,90
67,686,90
686,67,90
67,687,90
687,67,90
67,688,90
688,67,90
67,689,90
689,67,90
67,690,90
690,67,90
67,691,90
691,67,90
67,692,90
692,67,90
67,693,90
693,67,90
67,694,90
694,67,90
67,695,90
695,67,90
67,696,90
696,67,90
67,697,90
697,67,90
67,698,90
698,67,90
67,699,90
699,67,90
67,700,90
700,67,90
67,701,90
701,67,90
67,702,90
702,67,90
67,703,90
703,67,90
67,704,90
704,67,90
67,705,90
705,67,90
67,706,90
706,67,90
67,707,90
707,67,90
67,708,90
708,67,90
67,709,90
709,67,90
67,710,90
710,67,90
2,122,90
122,2,90
2,123,90
123,2,90
2,124,90
124,2,90
2,127,90
127,2,90
2,129,90
129,2,90
2,131,90
131,2,90
2,132,90
132,2,90
3,133,90
133,3,90
3,134,90
134,3,90
3,136,90
136,3,90
3,137,90
137,3,90
4,138,90
138,4,90
4,140,90
140,4,90
4,142,90
142,4,90
4,144,90
144,4,90
4,145,90
145,4,90
5,150,90
150,5,90
5,151,90
151,5,90
5,152,90
152,5,90
5,153,90
153,5,90
5,154,90
154,5,90
5,155,90
155,5,90
5,156,90
156,5,90
5,157,90
157,5,90
5,159,90
159,5,90
5,160,90
160,5,90
5,161,90
161,5,90
5,162,90
162,5,90
5,163,90
163,5,90
5,164,90
164,5,90
6,166,90
166,6,90
6,167,90
167,6,90
6,168,90
168,6,90
6,169,90
169,6,90
6,170,90
170,6,90
6,171,90
171,6,90
6,172,90
172,6,90
6,173,90
173,6,90
6,174,90
174,6,90
6,175,90
175,6,90
6,177,90
177,6,90
6,179,90
179,6,90
12,358,90
358,12,90
12,359,90
359,12,90
12,360,90
360,12,90
12,361,90
361,12,90
12,362,90
362,12,90
12,363,90
363,12,90
12,364,90
364,12,90
12,365,90
365,12,90
12,366,90
366,12,90
12,367,90
367,12,90
12,368,90
368,12,90
12,369,90
369,12,90
12,370,90
370,12,90
12,371,90
371,12,90
12,372,90
372,12,90
12,373,90
373,12,90
12,374,90
374,12,90
16,376,90
376,16,90
16,377,90
377,16,90
16,378,90
378,16,90
16,380,90
380,16,90
20,434,90
434,20,90
20,435,90
435,20,90
20,436,90
436,20,90
20,437,90
437,20,90
20,438,90
438,20,90
20,439,90
439,20,90
20,440,90
440,20,90
20,441,90
441,20,90
25,462,90
462,25,90
25,463,90
463,25,90
25,464,90
464,25,90
25,465,90
465,25,90
25,466,90
466,25,90
25,467,90
467,25,90
25,468,90
468,25,90
25,469,90
469,25,90
25,470,90
470,25,90
26,471,90
471,26,90
26,472,90
472,26,90
27,475,90
475,27,90
27,476,90
476,27,90
27,477,90
477,27,90
27,478,90
478,27,90
27,479,90
479,27,90
27,480,90
480,27,90
27,481,90
481,27,90
27,482,90
482,27,90
27,483,90
483,27,90
27,484,90
484,27,90
27,485,90
485,27,90
27,486,90
486,27,90
28,487,90
487,28,90
28,488,90
488,28,90
28,489,90
489,28,90
28,490,90
490,28,90
28,491,90
491,28,90
28,492,90
492,28,90
28,493,90
493,28,90
28,494,90
494,28,90
28,495,90
495,28,90
28,496,90
496,28,90
29,497,90
497,29,90
33,505,90
505,33,90
33,506,90
506,33,90
33,507,90
507,33,90
33,508,90
508,33,90
33,509,90
509,33,90
33,510,90
510,33,90
33,511,90
511,33,90
33,512,90
512,33,90
33,513,90
513,33,90
33,514,90
514,33,90
33,515,90
515,33,90
33,516,90
516,33,90
33,517,90
517,33,90
33,518,90
518,33,90
35,520,90
520,35,90
35,521,90
521,35,90
35,522,90
522,35,90
35,523,90
523,35,90
35,524,90
524,35,90
35,525,90
525,35,90
35,526,90
526,35,90
35,527,90
527,35,90
35,528,90
528,35,90
35,529,90
529,35,90
35,530,90
530,35,90
35,531,90
531,35,90
35,532,90
532,35,90
39,543,90
543,39,90
39,544,90
544,39,90
39,545,90
545,39,90
39,546,90
546,39,90
39,547,90
547,39,90
39,548,90
548,39,90
39,549,90
549,39,90
39,550,90
550,39,90
39,551,90
551,39,90
39,552,90
552,39,90
39,553,90
553,39,90
39,554,90
554,39,90
39,555,90
555,39,90
39,556,90
556,39,90
39,557,90
557,39,90
39,558,90
558,39,90
39,559,90
559,39,90
41,562,90
562,41,90
41,563,90
563,41,90
42,564,90
564,42,90
42,565,90
565,42,90
42,566,90
566,42,90
42,567,90
567,42,90
42,568,90
568,42,90
42,569,90
569,42,90
42,570,90
570,42,90
44,573,90
573,44,90
44,574,90
574,44,90
44,575,90
575,44,90
44,576,90
576,44,90
44,577,90
577,44,90
44,578,90
578,44,90
44,579,90
579,44,90
44,580,90
580,44,90
44,581,90
581,44,90
44,582,90
582,44,90
46,584,90
584,46,90
46,585,90
585,46,90
47,586,90
586,47,90
47,587,90
587,47,90
47,588,90
588,47,90
48,589,90
589,48,90
48,590,90
590,48,90
48,592,90
592,48,90
48,593,90
593,48,90
48,594,90
594,48,90
52,607,90
607,52,90
52,608,90
608,52,90
52,609,90
609,52,90
52,610,90
610,52,90
52,611,90
611,52,90
52,612,90
612,52,90
52,613,90
613,52,90
52,614,90
614,52,90
52,615,90
615,52,90
52,616,90
616,52,90
52,617,90
617,52,90
52,618,90
618,52,90
52,619,90
619,52,90
55,626,90
626,55,90
55,627,90
627,55,90
55,628,90
628,55,90
55,629,90
629,55,90
57,630,90
630,57,90
57,631,90
631,57,90
57,632,90
632,57,90
57,633,90
633,57,90
57,634,90
634,57,90
57,635,90
635,57,90
57,636,90
636,57,90
57,637,90
637,57,90
57,638,90
638,57,90
57,639,90
639,57,90
57,640,90
640,57,90
57,641,90
641,57,90
57,642,90
642,57,90
59,643,90
643,59,90
59,644,90
644,59,90
59,645,90
645,59,90
59,646,90
646,59,90
59,647,90
647,59,90
59,648,90
648,59,90
59,649,90
649,59,90
59,650,90
650,59,90
59,651,90
651,59,90
59,652,90
652,59,90
59,653,90
653,59,90
76,711,90
711,76,90
76,712,90
712,76,90
76,713,90
713,76,90
76,714,90
714,76,90
79,715,90
715,79,90
79,716,90
716,79,90
79,717,90
717,79,90
79,718,90
718,79,90
79,719,90
719,79,90
81,720,90
720,81,90
85,721,90
721,85,90
85,722,90
722,85,90
85,723,90
723,85,90
85,724,90
724,85,90
88,725,90
725,88,90
88,726,90
726,88,90
88,727,90
727,88,90
88,728,90
728,88,90
88,729,90
729,88,90
89,730,90
730,89,90
89,731,90
731,89,90
89,732,90
732,89,90
91,733,90
733,91,90
93,734,90
734,93,90
93,735,90
735,93,90
93,736,90
736,93,90
93,737,90
737,93,90
93,738,90
738,93,90
93,739,90
739,93,90
93,740,90
740,93,90
93,741,90
741,93,90
93,742,90
742,93,90
93,743,90
743,93,90
93,744,90
744,93,90
94,745,90
745,94,90
94,746,90
746,94,90
94,747,90
747,94,90
94,748,90
748,94,90
94,749,90
749,94,90
94,750,90
750,94,90
94,751,90
751,94,90
94,752,90
752,94,90
94,753,90
753,94,90
94,754,90
754,94,90
94,755,90
755,94,90
94,756,90
756,94,90
94,757,90
757,94,90
94,758,90
758,94,90
94,759,90
759,94,90
94,760,90
760,94,90
94,761,90
761,94,90
94,762,90
762,94,90
94,763,90
763,94,90
96,764,90
764,96,90
96,765,90
765,96,90
96,766,90
766,96,90
96,767,90
767,96,90
96,768,90
768,96,90
96,769,90
769,96,90
96,770,90
770,96,90
96,771,90
771,96,90
96,772,90
772,96,90
96,773,90
773,96,90
96,774,90
774,96,90
96,775,90
775,96,90
96,776,90
776,96,90
96,777,90
777,96,90
96,778,90
778,96,90
96,779,90
779,96,90
96,780,90
780,96,90
99,781,90
781,99,90
101,782,90
782,101,90
101,783,90
783,101,90
101,784,90
784,101,90
101,785,90
785,101,90
101,786,90
786,101,90
101,787,18
787,101,18
